id,uniqueIdentifier,class,order,family,genus,species,commonNameEnglish,taxonomyType,authority
2000003,7a6c93a5-bdf7-4182-82f9-7a67d23f7fe1,Mammalia,Rodentia,Abrocomidae,Abrocoma,bennettii,Bennett's Chinchilla Rat,biological,"Waterhouse, 1837"
2000004,25992d0a-5814-48ee-a2f3-e26862dbe0db,Mammalia,Rodentia,Abrocomidae,Abrocoma,boliviensis,Bolivian Chinchilla Rat,biological,"Glanz & Anderson, 1990"
2000005,b2307167-7f7b-4349-8f3d-6c1786720290,Mammalia,Rodentia,Abrocomidae,Abrocoma,budini,Budin's Chinchilla Rat,biological,"Thomas, 1920"
2000006,8bb0e53f-a1f8-4387-88fe-0eabf00d06f2,Mammalia,Rodentia,Abrocomidae,Abrocoma,cinerea,Ashy Chinchilla Rat,biological,"Thomas, 1919"
2000008,cd6e2617-a488-4647-a9d5-b67f7a18af60,Mammalia,Rodentia,Abrocomidae,Abrocoma,shistacea,Sierra Del Tontal Chinchilla Rat,biological,"Thomas, 1921"
2000009,5b5dbd07-8e39-4821-baed-682d2a3068dc,Mammalia,Rodentia,Abrocomidae,Abrocoma,uspallata,Uspallata Chinchilla Rat,biological,"Braun & Mares, 2002"
2000011,dda0bcc7-912e-41db-947c-b5902f86ab71,Mammalia,Rodentia,Cricetidae,Abrothrix,andinus,Andean Akodont,biological,"Philippi, 1858"
2000012,bc6edcdb-6a74-4d36-87c5-51aa3422849b,Mammalia,Rodentia,Cricetidae,Abrothrix,illutea,Gray Akodont,biological,"Thomas, 1925"
2000013,7846c264-b5f6-4de1-8605-e90f0b5cea65,Mammalia,Rodentia,Cricetidae,Abrothrix,jelskii,Jelski's Altiplano Mouse,biological,"Thomas, 1894"
2000014,4cf4b7d8-ca39-451d-ba5a-a9fa09b79671,Mammalia,Rodentia,Cricetidae,Abrothrix,lanosus,Woolly Grass Mouse,biological,"Thomas, 1897"
2000016,b43ea6f6-99d9-463c-b7be-69450c25cd0b,Mammalia,Rodentia,Cricetidae,Abrothrix,olivaceus,Olive Grass Mouse,biological,"Waterhouse, 1837"
2000017,60d096c9-c51c-4858-9998-a84bc80b1f9f,Mammalia,Rodentia,Cricetidae,Abrothrix,sanborni,Sanborn's Grass Mouse,biological,"Osgood, 1943"
2000018,2a27f7b4-522c-49b6-b6db-b199e2f918c8,Mammalia,Chiroptera,Pteropodidae,Acerodon,celebensis,Sulawesi Fruit Bat,biological,"Peters, 1867"
2000020,fa31493d-bebf-4972-af49-05ee60ac04eb,Mammalia,Chiroptera,Pteropodidae,Acerodon,jubatus,Golden-capped Fruit Bat,biological,"Eschscholtz, 1831"
2000021,2a0f799e-124d-4722-88a2-1671282d730d,Mammalia,Chiroptera,Pteropodidae,Acerodon,leucotis,Palawan Fruit Bat,biological,"Sanborn, 1950"
2000022,45213bd9-adb3-4b5f-b568-88bab9e68a5c,Mammalia,Chiroptera,Pteropodidae,Acerodon,mackloti,Sunda Fruit Bat,biological,"Temminck, 1837"
2000023,5a9b1344-2dd5-4162-9d85-77ee4648ad9c,Mammalia,Carnivora,Felidae,Acinonyx,jubatus,Cheetah,biological,"Schreber, 1775"
2000025,a36c8791-af49-4a3d-b535-f7f3ba2541e4,Mammalia,Rodentia,Muridae,Acomys,cahirinus,Cairo Spiny Mouse,biological,"É. Geoffroy, 1803"
2000026,7c20358c-701d-401d-b6ed-c537b7850284,Mammalia,Rodentia,Muridae,Acomys,cilicicus,Asia Minor Spiny Mouse,biological,"Spitzenberger, 1978"
2000027,d1b2280c-3751-4898-bfad-bfc5249d0993,Mammalia,Rodentia,Muridae,Acomys,cineraceus,Gray Spiny Mouse,biological,"Heuglin, 1877"
2000029,82717005-36a7-4f42-9bdd-5b100bdbd5b3,Mammalia,Rodentia,Muridae,Acomys,ignitus,Fiery Spiny Mouse,biological,"Dollman, 1910"
2000030,dc69fcb8-755b-40c2-8963-3c59754c31ba,Mammalia,Rodentia,Muridae,Acomys,johannis,Johan's Spiny Mouse,biological,"Thomas, 1912"
2000031,fbb27efd-21bb-48bb-a1b4-c62148a843ce,Mammalia,Rodentia,Muridae,Acomys,kempi,Kemp's Spiny Mouse,biological,"Dollman, 1911"
2000032,cddd0d1b-b8e0-4ab6-8a4e-cdb05588e8df,Mammalia,Rodentia,Muridae,Acomys,louisae,Louise's Spiny Mouse,biological,"Thomas, 1896"
2000034,061e4c94-730d-4be8-a07e-a785c8040096,Mammalia,Rodentia,Muridae,Acomys,mullah,Mullah Spiny Mouse,biological,"Thomas, 1904"
2000035,c22a602b-587f-4524-aa19-c271f3f15530,Mammalia,Rodentia,Muridae,Acomys,nesiotes,Cyprus Spiny Mouse,biological,"Bate, 1903"
2000036,e073f386-33dd-4ffa-8d07-d2bd5ea62384,Mammalia,Rodentia,Muridae,Acomys,percivali,Percival's Spiny Mouse,biological,"Dollman, 1911"
2000038,b9befa85-bf35-452a-910c-245f05aebb09,Mammalia,Rodentia,Muridae,Acomys,seurati,Seurat's Spiny Mouse,biological,"Heim de Balsac, 1936"
2000039,64e25c61-0d6b-4598-81ca-59f744089e68,Mammalia,Rodentia,Muridae,Acomys,spinosissimus,Spiny Mouse,biological,"Peters, 1852"
2000040,cb1943eb-df74-4674-9748-0ea9b9737927,Mammalia,Rodentia,Muridae,Acomys,subspinosus,Cape Spiny Mouse,biological,"Waterhouse, 1838"
2000042,ac410748-54b9-4835-9092-77c00b1c36c4,Mammalia,Rodentia,Octodontidae,Aconaemys,fuscus,Chilean Rock Rat,biological,"Waterhouse, 1842"
2000043,d1a958b1-9ebd-40d4-8c15-a0f850221506,Mammalia,Rodentia,Octodontidae,Aconaemys,porteri,Porter's Rock Rat,biological,"Thomas, 1917"
2000044,b51c3a65-69e2-470d-b8e1-66c300921feb,Mammalia,Rodentia,Octodontidae,Aconaemys,sagei,Sage's Rock Rat,biological,"Pearson, 1984"
2000046,af37c464-6082-4a06-a8e0-75c3ec998ad4,Mammalia,Cetartiodactyla,Bovidae,Addax,nasomaculatus,Addax,biological,"de Blainville, 1816"
2000047,e830c611-8df6-451c-bb97-bb3ebfa13e76,Mammalia,Rodentia,Cricetidae,Aegialomys,galapagoensis,Galapagos Rice Rat,biological,"Waterhouse, 1839"
2000048,54a4efd7-8ab6-4806-8a61-c049d5fb8d89,Mammalia,Rodentia,Cricetidae,Aegialomys,xanthaeolus,Yellowish Rice Rat,biological,"Thomas, 1894"
2000050,60a79a64-faa7-43ec-86e7-a8d8843aee98,Mammalia,Rodentia,Cricetidae,Aepeomys,reigi,Reig's Aepeomys,biological,"Ochoa G., Aguilera, Pacheco & Soriano, 2001"
2000051,c134e0ab-cf96-45ec-bae6-60b94995f71b,Mammalia,Cetartiodactyla,Bovidae,Aepyceros,melampus,Impala,biological,"Lichtenstein, 1812"
2000052,7a0f448a-d190-4087-a273-8dddfb0edbfc,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Rufous Bettong,biological,"Gray, 1837"
2021538,a27d3983-76a1-4d2d-b080-18747cd77dcb,Mammalia,Artiodactyla,,,,Even-toed ungulate,biological,
2000054,8bff2ed4-679e-4a5d-8874-948b9c4700b5,Mammalia,Rodentia,Sciuridae,Aeromys,tephromelas,Black Flying Squirrel,biological,"Günther, 1873"
2000055,a9db0528-e98a-411f-98d0-dcb84ae59055,Mammalia,Rodentia,Sciuridae,Aeromys,thomasi,Thomas's Flying Squirrel,biological,"Hose, 1900"
2000056,770d05bb-f717-4086-9132-701f429b8bbf,Mammalia,Chiroptera,Pteropodidae,Aethalops,aequalis,Borneo Fruit Bat,biological,"G.M. Allen, 1938"
2000057,ca52ff39-4b86-4edb-9b6b-fb1a50a46c9f,Mammalia,Chiroptera,Pteropodidae,Aethalops,alecto,Pygmy Fruit Bat,biological,"Thomas, 1923"
2000001,2b081aee-1738-4afe-abd9-337ce5ef9755,Mammalia,Rodentia,Muridae,Abeomelomys,sevia,Menzies' Mouse,biological,"Tate & Archbold, 1935"
2000062,ee680fa1-2816-4a07-8981-38222115d7c2,Mammalia,Rodentia,Muridae,Aethomys,kaiseri,Kaiser's Rock Rat,biological,"Noack, 1887"
2000063,a7c6043d-eee9-4316-973d-15c5722a3d19,Mammalia,Rodentia,Muridae,Aethomys,nyikae,Nyika Rock Rat,biological,"Thomas, 1897"
2000065,f91b9a17-0049-4416-ba68-cd5be44be251,Mammalia,Rodentia,Muridae,Aethomys,stannarius,Tinfields Rock Rat,biological,"Thomas, 1913"
2000066,7b97d734-ba3b-48db-9095-0a47b074be7d,Mammalia,Rodentia,Muridae,Aethomys,thomasi,Thomas's Rock Rat,biological,"de Winton, 1897"
2000067,85662682-67c1-4ecb-ba05-ba12e2df6b65,Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,Giant Panda,biological,"David, 1869"
2000069,c34c6f2a-1c28-4941-b67b-9614e575c2da,Mammalia,Diprotodontia,Phalangeridae,Ailurops,ursinus,Bear Cuscus,biological,"Temminck, 1824"
2000070,7bef348d-37cf-4b5b-bf91-e4fe2dfc483c,Mammalia,Carnivora,Ailuridae,Ailurus,fulgens,Red Panda,biological,"F.G. Cuvier, 1825"
2000071,916d3280-6b51-4fe3-83a6-37773456f1a9,Mammalia,Rodentia,Cricetidae,Akodon,aerosus,Highland Grass Mouse,biological,"Thomas, 1913"
2000073,c07d0b20-7f89-4cb0-8512-bafe5706a08b,Mammalia,Rodentia,Cricetidae,Akodon,albiventer,White-bellied Grass Mouse,biological,"Thomas, 1897"
2000074,ff96febe-448c-4d96-bf4a-e66836f1b8ac,Mammalia,Rodentia,Cricetidae,Akodon,azarae,Azara's Grass Mouse,biological,"Fischer, 1829"
2000075,4847a4df-37dc-4cde-acd4-735f8a2f5891,Mammalia,Rodentia,Cricetidae,Akodon,boliviensis,Bolivian Grass Mouse,biological,"Meyen, 1833"
2000076,eba53cb5-cebe-4d0c-a86f-34027658771b,Mammalia,Rodentia,Cricetidae,Akodon,budini,Budin's Grass Mouse,biological,"Thomas, 1918"
2000078,bc8cb74b-dca5-40e9-a268-034b06b4b1bc,Mammalia,Rodentia,Cricetidae,Akodon,dayi,Day's Grass Mouse,biological,"Osgood, 1916"
2000079,a77abb8c-7997-43cd-82e8-33f5bfd01ffe,Mammalia,Rodentia,Cricetidae,Akodon,dolores,Córdoba Akodont,biological,"Thomas, 1916"
2000080,f475ff65-ff88-41d8-801e-2a81bf042d86,Mammalia,Rodentia,Cricetidae,Akodon,fumeus,Smoky Grass Mouse,biological,"Thomas, 1902"
2000082,1db5c6d5-84ee-4a57-a832-977c525d3bc0,Mammalia,Rodentia,Cricetidae,Akodon,juninensis,Junin Grass Mouse,biological,"Myers, Patton & Smith, 1990"
2000083,791ecf4f-c096-4660-b2a4-a3c3db12707d,Mammalia,Rodentia,Cricetidae,Akodon,kofordi,Koford's Grass Mouse,biological,"Myers & Patton, 1989"
2000084,ac4f6c4e-26e6-41c6-a33f-b15113bd07ba,Mammalia,Rodentia,Cricetidae,Akodon,lindberghi,Lindbergh's Grass Mouse,biological,"Hershkovitz, 1990"
2000086,9ab1843c-2dd3-43cb-a2d5-2d68ae157f86,Mammalia,Rodentia,Cricetidae,Akodon,mimus,Thespian Grass Mouse,biological,"Thomas, 1901"
2000087,13ef5a95-bbbc-46e3-9eb1-2434ec938aa2,Mammalia,Rodentia,Cricetidae,Akodon,molinae,Molina's Grass Mouse,biological,"Contreras, 1968"
2000088,ed71ce68-565a-4ec3-b092-73d6ebcdc690,Mammalia,Rodentia,Cricetidae,Akodon,mollis,Soft Grass Mouse,biological,"Thomas, 1894"
2000089,4e80f55f-5990-414b-bb75-3d6a9fa74728,Mammalia,Rodentia,Cricetidae,Akodon,montensis,Montane Akodont,biological,"Thomas, 1913"
2000091,e26c74fa-1bac-47de-9115-c7c7209bf336,Mammalia,Rodentia,Cricetidae,Akodon,orophilus,El Dorado Grass Mouse,biological,"Osgood, 1913"
2000093,6de6c59a-389b-4566-a54b-4b6434dd9a27,Mammalia,Rodentia,Cricetidae,Akodon,pervalens,Tarija Akodont,biological,"Thomas, 1925"
2000094,a6c51890-2444-4d0d-a066-3162948e483b,Mammalia,Rodentia,Cricetidae,Akodon,philipmyersi,,biological,"Pardiñas, D'Elia, Cirignoli & Suarez, 2005"
2000061,a42bff09-24d7-483c-86bf-c400900841e5,Mammalia,Rodentia,Muridae,Aethomys,ineptus,Tete Veld Aethomys,biological,"Thomas & Wroughton, 1908"
2000095,53511b4d-6fe7-488b-9a18-8e4bd81c9782,Mammalia,Rodentia,Cricetidae,Akodon,reigi,Reig's Akodont,biological,"González, Langguth & Oliveira, 1998"
2000096,f5e23029-cc94-4f24-8ad2-d624c73ddea2,Mammalia,Rodentia,Cricetidae,Akodon,sanctipaulensis,Sao Paulo Grass Mouse,biological,"Hershkovitz, 1990"
2000097,55f7fcb5-6ea2-4352-aa23-bec930b017c9,Mammalia,Rodentia,Cricetidae,Akodon,serrensis,Serrado Do Mar Grass Mouse,biological,"Thomas, 1902"
2000098,f0eb818b-19c7-4382-adcb-4b93e7ce70f8,Mammalia,Rodentia,Cricetidae,Akodon,siberiae,Cochabamba Grass Mouse,biological,"Myers & Patton, 1989"
2000100,87f0bdd3-3230-4107-a84b-e3e3aaf20531,Mammalia,Rodentia,Cricetidae,Akodon,spegazzinii,Spegazzini's Grass Mouse,biological,"Thomas, 1897"
2000101,3ee32cbd-f270-4fc5-876e-729e44e134a6,Mammalia,Rodentia,Cricetidae,Akodon,subfuscus,Puno Grass Mouse,biological,"Osgood, 1944"
2000102,d8a10750-ddb6-4638-97f5-1e67ef25e81d,Mammalia,Rodentia,Cricetidae,Akodon,surdus,Silent Grass Mouse,biological,"Thomas, 1917"
2000103,ef7dd854-ebe9-4b1f-a64b-1f79db06fd60,Mammalia,Rodentia,Cricetidae,Akodon,sylvanus,Forest Grass Mouse,biological,"Thomas, 1921"
2000105,828b5dbc-86fc-46a2-9bfa-ef1c7e07f370,Mammalia,Rodentia,Cricetidae,Akodon,torques,Cloud Forest Grass Mouse,biological,"Thomas, 1917"
2000106,c78c66a2-63bb-4fb3-b1fb-50264c993267,Mammalia,Rodentia,Cricetidae,Akodon,varius,Variable Grass Mouse,biological,"Thomas, 1902"
2000107,a6c4ef9a-d23f-49ca-97c6-4f859df0066e,Mammalia,Cetartiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest,biological,"Pallas, 1766"
2000109,86ea59dc-c998-4f3a-a83d-4fe00a6c6342,Mammalia,Chiroptera,Pteropodidae,Alionycteris,paucidentata,Mindanao Pygmy Fruit Bat,biological,"Kock, 1969"
2000110,5d74fbe5-20f7-4e52-870a-ec7659f8ec85,Mammalia,Rodentia,Dipodidae,Allactaga,balikunica,Balikun Jerboa,biological,"Hsia & Fang, 1964"
2000111,b62efc63-26af-415e-8e56-3affb5688b11,Mammalia,Rodentia,Dipodidae,Allactaga,bullata,Gobi Jerboa,biological,"Allen, 1925"
2000113,6dd60683-d9ef-48dd-bcc0-f05aa7343b5d,Mammalia,Rodentia,Dipodidae,Allactaga,euphratica,Euphrates Jerboa,biological,"Thomas, 1881"
2000114,60c68cfc-db0d-40aa-98e3-ddede07892b9,Mammalia,Rodentia,Dipodidae,Allactaga,firouzi,Iranian Jerboa,biological,"Womochel, 1978"
2000115,44b4a839-02fc-447b-87bd-d634824b800a,Mammalia,Rodentia,Dipodidae,Allactaga,hotsoni,Hotson's Five-toed Jerboa,biological,"Thomas, 1920"
2000117,e1380e99-73bf-4d5e-91b6-8229eb0a3e07,Mammalia,Rodentia,Dipodidae,Allactaga,severtzovi,Svertzov's Jerboa,biological,"Vinogradov, 1925"
2000120,1759af40-8dce-4106-a490-ded891314325,Mammalia,Rodentia,Dipodidae,Allactaga,vinogradovi,Vinogradov's Jerboa,biological,"Argyropulo, 1941"
2000121,c6ce5453-3f42-408b-8adc-dd1c36515524,Mammalia,Rodentia,Dipodidae,Allactaga,williamsi,Williams's Jerboa,biological,"Thomas, 1897"
2000122,24c89f46-4f74-46e8-867f-d476d15bc66e,Mammalia,Rodentia,Dipodidae,Allactodipus,bobrinskii,Bobrinski's Jerboa,biological,"Kolesnikov, 1937"
2000124,ace237d4-bf3d-4b6c-9f5e-0681a77d793e,Mammalia,Primates,Cheirogaleidae,Allocebus,trichotis,Hairy-eared Dwarf Lemur,biological,"Günther, 1875"
2000125,b2e80438-e197-4aaf-ba3a-6050b90daa18,Mammalia,Primates,Cercopithecidae,Allochrocebus,lhoesti,L'Hoest's Monkey,biological,"P. Sclater, 1899"
2000126,69051982-5c3b-4381-a494-69a681034a45,Mammalia,Primates,Cercopithecidae,Allochrocebus,preussi,Preuss's Monkey,biological,"Matschie, 1898"
2000128,17451773-f088-4d05-be56-75030f6e2886,Mammalia,Rodentia,Cricetidae,Allocricetulus,curtatus,Mongolian Hamster,biological,"G.M. Allen, 1925"
2000129,aa958577-c171-451d-981e-325ca7fefc93,Mammalia,Rodentia,Cricetidae,Allocricetulus,eversmanni,Eversmann's Hamster,biological,"Brandt, 1859"
2000130,ec51006d-9fec-40ad-920c-4358519105b3,Mammalia,Primates,Atelidae,Alouatta,arctoidea,Ursine Howler Monkey,biological,"Cabrera, 1940"
2000132,d43df410-ee4e-4a4a-95e3-dabdcc8299c7,Mammalia,Primates,Atelidae,Alouatta,caraya,Black-and-gold Howler Monkey,biological,"Humboldt, 1812"
2000133,89a99c7e-dd83-4b28-a3d9-a126d1f76d56,Mammalia,Primates,Atelidae,Alouatta,discolor,Spix's Red-handed Howler Monkey,biological,"Spix, 1823"
2000134,278cd480-8626-426e-94ed-280b4ca3235d,Mammalia,Primates,Atelidae,Alouatta,guariba,Brown Howler Monkey,biological,"Humboldt, 1812"
2000136,64143779-d3b9-4519-a2c4-ac7d73697955,Mammalia,Primates,Atelidae,Alouatta,nigerrima,Black Howler Monkey,biological,"Lönnberg, 1941"
2000137,6bdf206b-1c00-4c74-8782-b3f7552fc655,Mammalia,Primates,Atelidae,Alouatta,palliata,Mantled Howler Monkey,biological,"Gray, 1849"
2000138,46286ee8-77f9-4dce-aaaa-849372ac5914,Mammalia,Primates,Atelidae,Alouatta,pigra,Yucatán Black Howler Monkey,biological,"Lawrence, 1933"
2000139,05a707d7-4e36-48a1-98c7-6e90292c0e71,Mammalia,Primates,Atelidae,Alouatta,sara,Bolivian Red Howler Monkey,biological,"Elliot, 1910"
2000141,265a688d-e601-4f90-86e7-5a72f69d1184,Mammalia,Rodentia,Cricetidae,Alticola,albicaudus,White-tailed Mountain Vole,biological,"True, 1894"
2000142,a28ebb10-32e9-47a5-87bd-229657f1f433,Mammalia,Rodentia,Cricetidae,Alticola,argentatus,Silver Mountain Vole,biological,"Severtzov, 1879"
2000143,bb9d6fba-4a64-400c-8e89-5b25791329a6,Mammalia,Rodentia,Cricetidae,Alticola,barakshin,Gobi Altai Mountain Vole,biological,"Bannikov, 1947"
2000144,ba79c74d-1194-4d00-8a26-91df5d587b1e,Mammalia,Rodentia,Cricetidae,Alticola,lemminus,Lemming Vole,biological,"Miller, 1898"
2000146,b1ea853d-cd89-4f04-8374-e48a20015b95,Mammalia,Rodentia,Cricetidae,Alticola,montosa,Central Kashmir Vole,biological,"True, 1894"
2000147,f817cd73-81fd-4b40-b142-25bd4941d870,Mammalia,Rodentia,Cricetidae,Alticola,olchonensis,Olkhon Mountain Vole,biological,"Litvinov, 1960"
2000148,f77781db-b5b5-4a2e-aa4b-bd9489c514a3,Mammalia,Rodentia,Cricetidae,Alticola,roylei,Royle's Mountain Vole,biological,"Gray, 1842"
2000150,bb497630-6ea9-4920-93ff-129719c6c5b8,Mammalia,Rodentia,Cricetidae,Alticola,stoliczkanus,Stoliczka's Mountain Vole,biological,"Blanford, 1875"
2000151,6f70b779-accc-4096-a0c3-91fbc6329cb5,Mammalia,Rodentia,Cricetidae,Alticola,strelzowi,Flat-headed Vole,biological,"Kastschenko, 1899"
2000152,a8eecfd6-596c-4b13-9524-2e8b47e89677,Mammalia,Rodentia,Cricetidae,Alticola,tuvinicus,Tuva Silver Vole,biological,"Ognev, 1950"
2000154,746fb111-28ba-484b-9d9d-bdc9a9ffe719,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,Hottentot Golden Mole,biological,"A. Smith, 1829"
2000155,2fee5178-be39-42c9-840d-3a2bae674c10,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,marleyi,Marley's Golden Mole,biological,"Roberts, 1931"
2000156,55e87ba7-c503-4cb6-b489-137daf7f09f9,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,robustus,Robust Golden Mole,biological,"Bronner, 2000"
2000158,305b1b18-da2f-4ed5-913c-1ed0137a87dc,Mammalia,Chiroptera,Phyllostomidae,Ametrida,centurio,Little White-shouldered Bat,biological,"Gray, 1847"
2000159,51c59be9-fac2-4021-98a2-7e6e69633ec0,Mammalia,Rodentia,Muridae,Ammodillus,imbellis,Ammodile,biological,"de Winton, 1898"
2000160,96fb79b2-1db4-4d08-993d-68522addc7f5,Mammalia,Cetartiodactyla,Bovidae,Ammodorcas,clarkei,Dibatag,biological,"Thomas, 1891"
2000161,58436acd-e714-445f-a03c-48d205f8d9fe,Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,Harris's Antelope Squirrel,biological,"Audubon & Bachman, 1854"
2000163,f7fb32b6-1531-44e9-a7e2-a3197edafdb9,Mammalia,Rodentia,Sciuridae,Ammospermophilus,leucurus,White-tailed Antelope Squirrel,biological,"Merriam, 1889"
2000164,3809c79c-03bd-42a9-9620-2747d63193da,Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's Antelope Squirrel,biological,"Merriam, 1893"
2000165,3e102165-f54f-4eb6-aee8-881cc48f42a8,Mammalia,Cetartiodactyla,Bovidae,Ammotragus,lervia,Aoudad,biological,"Pallas, 1777"
2000167,947b284b-37d0-40cf-a83a-caf67a68e71a,Mammalia,Rodentia,Cricetidae,Amphinectomys,savamis,Ucayali Water Rat,biological,"Malygin, 1994"
2000168,5be4fca4-6569-46d4-869f-a6b767e107fe,Mammalia,Scandentia,Tupaiidae,Anathana,ellioti,Madras Treeshrew,biological,"Waterhouse, 1850"
2000169,757e8192-eb61-4f81-88ba-1ef0e413e392,Mammalia,Rodentia,Cricetidae,Andalgalomys,olrogi,Olrog's Pericote,biological,"Williams & Mares, 1978"
2000171,f0b98358-2c52-4131-8ea5-8c74e4781f83,Mammalia,Rodentia,Cricetidae,Andinomys,edax,Andean Mouse,biological,"Thomas, 1902"
2000172,7af703e1-15c9-4fae-a2bb-8f7ba40a48dc,Mammalia,Rodentia,Muridae,Anisomys,imitator,Uneven-toothed Rat,biological,"Thomas, 1904"
2000173,eacbf950-20a4-438b-85e2-f44f2ed90205,Mammalia,Rodentia,Anomaluridae,Anomalurus,beecrofti,Beecroft's Scaly-tailed Squirrel,biological,"Fraser, 1853"
2000174,aaa9fbc7-160a-473d-8f9e-2a999ace7733,Mammalia,Rodentia,Anomaluridae,Anomalurus,derbianus,Lord Derby's Scaly-tailed Squirrel,biological,"Gray, 1842"
2000177,4bc22b3f-70ff-4ae1-a797-585b68b88e4b,Mammalia,Rodentia,Muridae,Anonymomys,mindorensis,Mindoro Forest Anonymomys,biological,"Musser, 1981"
2000178,4785d07b-269b-47e8-90ca-58bdc1fc49bf,Mammalia,Rodentia,Cricetidae,Anotomys,leander,Ecuadoran Ichthyomyine,biological,"Thomas, 1906"
2000179,d7ae003f-58da-4f24-8d0b-268197e4f88a,Mammalia,Chiroptera,Phyllostomidae,Anoura,cadenai,,biological,"Mantilla-Meluk & Baker, 2006"
2000181,07be93ac-1fb1-400f-8fae-8dcac4956a55,Mammalia,Chiroptera,Phyllostomidae,Anoura,cultrata,Handley's Tailless Bat,biological,"Handley, 1960"
2000182,a2af7992-7304-45c0-9a91-e6b6257221d8,Mammalia,Chiroptera,Phyllostomidae,Anoura,fistulata,Tube-lipped Tailless Bat,biological,"Muchhala, Mena-Valenzuela & Albuja, 2005"
2000242,076aaaff-da2f-4d82-9a05-32e97979315d,Mammalia,Rodentia,Muridae,Apomys,abrae,Luzon Cordillera Apomys,biological,"Sanborn, 1952"
2000183,cad4ebb1-4c95-4aab-a7fc-83e32c405298,Mammalia,Chiroptera,Phyllostomidae,Anoura,geoffroyi,Geoffroy's Tailless Bat,biological,"Gray, 1838"
2000184,40c67a6e-a1b4-4f45-b6c3-8da1e90f9a6e,Mammalia,Chiroptera,Phyllostomidae,Anoura,latidens,Broad-toothed Tailless Bat,biological,"Handley, 1984"
2000186,ba876ca9-974e-4747-85ea-d63dd8b512df,Mammalia,Eulipotyphla,Soricidae,Anourosorex,assamensis,Assam Mole Shrew,biological,"Anderson, 1875"
2000187,c097b25b-0a29-4df0-b296-fd3ea2bf56cc,Mammalia,Eulipotyphla,Soricidae,Anourosorex,schmidi,Giant Mole Shrew,biological,"Petter, 1963"
2000188,8d21a675-8010-4baf-99db-b98c06f47b71,Mammalia,Eulipotyphla,Soricidae,Anourosorex,squamipes,Mole-shrew,biological,"Milne-Edwards, 1872"
2000190,7fed45fd-450b-44cd-9236-a171b8f1f43f,Mammalia,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Kultarr,biological,"Gould, 1856"
2000191,456fc2c1-a76c-478e-97cc-b3bd94e7fb75,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,adustus,Rusty Antechinus,biological,"Thomas, 1923"
2000192,2a63e183-8ffe-4e86-b954-b27d76db9fbe,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,agilis,Agile Antechinus,biological,"Dickman, Parnaby, Crowther & King, 1998"
2000193,56d231c2-d2c6-4534-8de6-6d1549850390,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,bellus,Fawn Antechinus,biological,"Thomas, 1904"
2000195,62581d80-b7b6-4c55-9ec7-07f256502754,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,godmani,Atherton Antechinus,biological,"Thomas, 1923"
2000196,17c2b356-4d4f-4a56-ba02-14fe0cfc5777,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,leo,Cinnamon Antechinus,biological,"Van Dyck, 1980"
2000197,d509b232-5081-44a1-b7b3-01318524fd09,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,minimus,Swamp Antechinus,biological,"É. Geoffroy Saint-Hilaire, 1803"
2000199,d06fbe4d-73d9-4e71-86df-66874b1feb14,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,subtropicus,Subtropical Antechinus,biological,"Van Dyck & Crowther, 2000"
2000200,55f79926-4864-4256-8ee5-c21ebbdb1ccb,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,Dusky Antechinus,biological,"Waterhouse, 1840"
2000201,1b27a966-d662-4870-8cce-f487da1441c2,Mammalia,Chiroptera,Hipposideridae,Anthops,ornatus,Solomons Leaf-nosed Bat,biological,"Thomas, 1888"
2000203,00804e75-09ef-44e5-8984-85e365377d47,Mammalia,Cetartiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,biological,"Ord, 1815"
2000204,19ac7f8f-8bab-4a8b-8937-04e0fd5d63ae,Mammalia,Cetartiodactyla,Bovidae,Antilope,cervicapra,Blackbuck,biological,"Linnaeus, 1758"
2000205,6befd436-0068-4317-aa5c-9052afff9185,Mammalia,Chiroptera,Vespertilionidae,Antrozous,pallidus,Pallid Bat,biological,"Le Conte, 1856"
2000206,0d824975-afe6-4463-9805-37a6ba260d2a,Mammalia,Carnivora,Mustelidae,Aonyx,capensis,African Clawless Otter,biological,"Schinz, 1821"
2000208,7a7cdfdd-5fd7-4e1a-bb5c-9b82aff735b6,Mammalia,Carnivora,Mustelidae,Aonyx,congicus,Congo Clawless Otter,biological,"Lönnberg, 1910"
